CMDLINE /home/drew/anaconda2/bin/python encode_datasets.py --dataset=ALLEN_all_neurons_random
MEM 0.855469 1507315141.1880
MEM 23.691406 1507315141.2885
MEM 42.992188 1507315141.3891
MEM 82.027344 1507315141.4896
MEM 85.457031 1507315141.5900
MEM 86.410156 1507315141.6905
MEM 86.687500 1507315141.7909
MEM 86.941406 1507315141.8914
MEM 87.386719 1507315141.9918
MEM 91.816406 1507315142.0923
MEM 92.453125 1507315142.1928
MEM 92.855469 1507315142.2932
MEM 94.718750 1507315142.3936
MEM 95.468750 1507315142.4941
MEM 95.960938 1507315142.5946
MEM 96.550781 1507315142.6950
MEM 99.269531 1507315142.7955
MEM 100.765625 1507315142.8960
MEM 105.945312 1507315142.9966
MEM 107.523438 1507315143.0972
MEM 111.589844 1507315143.1977
MEM 120.511719 1507315143.2982
MEM 129.394531 1507315143.3987
MEM 135.015625 1507315143.4993
MEM 140.734375 1507315143.5998
MEM 146.394531 1507315143.7004
MEM 160.605469 1507315143.8009
MEM 162.214844 1507315143.9014
MEM 170.957031 1507315144.0020
MEM 181.246094 1507315144.1025
MEM 194.269531 1507315144.2031
MEM 198.507812 1507315144.3037
MEM 204.085938 1507315144.4042
MEM 208.523438 1507315144.5047
MEM 240.777344 1507315144.6052
MEM 241.265625 1507315144.7057
MEM 244.570312 1507315144.8061
MEM 250.359375 1507315144.9067
MEM 250.882812 1507315145.0072
MEM 254.085938 1507315145.1077
MEM 259.187500 1507315145.2083
MEM 263.000000 1507315145.3088
MEM 266.710938 1507315145.4094
MEM 269.773438 1507315145.5099
MEM 269.957031 1507315145.6103
MEM 271.292969 1507315145.7108
MEM 271.742188 1507315145.8114
MEM 271.742188 1507315145.9120
MEM 271.742188 1507315146.0131
MEM 271.742188 1507315146.1137
MEM 272.738281 1507315146.2142
MEM 278.593750 1507315146.3147
MEM 284.746094 1507315146.4151
MEM 292.003906 1507315146.5156
MEM 298.964844 1507315146.6161
MEM 306.183594 1507315146.7165
MEM 312.343750 1507315146.8169
MEM 317.757812 1507315146.9173
MEM 324.203125 1507315147.0177
MEM 328.937500 1507315147.1182
MEM 328.937500 1507315147.2187
MEM 328.937500 1507315147.3191
MEM 328.937500 1507315147.4196
MEM 328.937500 1507315147.5201
MEM 328.937500 1507315147.6205
MEM 328.937500 1507315147.7210
MEM 328.937500 1507315147.8214
MEM 328.937500 1507315147.9219
MEM 328.937500 1507315148.0223
MEM 328.937500 1507315148.1227
MEM 328.937500 1507315148.2232
MEM 328.937500 1507315148.3236
MEM 328.937500 1507315148.4241
MEM 328.937500 1507315148.5245
MEM 328.937500 1507315148.6250
MEM 328.937500 1507315148.7254
MEM 328.937500 1507315148.8257
MEM 328.937500 1507315148.9261
MEM 328.937500 1507315149.0265
MEM 328.937500 1507315149.1268
MEM 328.937500 1507315149.2272
MEM 328.937500 1507315149.3276
MEM 328.937500 1507315149.4281
MEM 328.937500 1507315149.5286
MEM 328.941406 1507315149.6290
MEM 328.945312 1507315149.7295
MEM 328.949219 1507315149.8299
MEM 328.957031 1507315149.9303
MEM 328.960938 1507315150.0308
MEM 328.964844 1507315150.1312
MEM 328.968750 1507315150.2317
MEM 328.976562 1507315150.3321
MEM 328.980469 1507315150.4326
MEM 328.984375 1507315150.5332
MEM 328.992188 1507315150.6336
MEM 328.996094 1507315150.7339
MEM 329.000000 1507315150.8343
MEM 329.003906 1507315150.9347
MEM 329.007812 1507315151.0351
MEM 329.015625 1507315151.1354
MEM 329.019531 1507315151.2358
MEM 329.023438 1507315151.3362
MEM 329.031250 1507315151.4367
MEM 329.035156 1507315151.5371
MEM 329.039062 1507315151.6375
MEM 329.042969 1507315151.7380
MEM 329.046875 1507315151.8384
MEM 329.054688 1507315151.9389
MEM 329.058594 1507315152.0393
MEM 329.062500 1507315152.1397
MEM 329.066406 1507315152.2402
MEM 329.070312 1507315152.3406
MEM 329.078125 1507315152.4411
MEM 329.082031 1507315152.5416
MEM 329.085938 1507315152.6420
MEM 329.089844 1507315152.7425
MEM 329.093750 1507315152.8429
MEM 329.105469 1507315152.9433
MEM 329.113281 1507315153.0438
MEM 329.117188 1507315153.1442
MEM 329.121094 1507315153.2447
MEM 329.125000 1507315153.3451
MEM 329.128906 1507315153.4455
MEM 329.132812 1507315153.5459
MEM 329.136719 1507315153.6463
MEM 329.140625 1507315153.7467
MEM 329.144531 1507315153.8471
MEM 329.148438 1507315153.9474
MEM 329.152344 1507315154.0479
MEM 329.156250 1507315154.1483
MEM 329.160156 1507315154.2488
MEM 329.164062 1507315154.3493
MEM 329.167969 1507315154.4498
MEM 329.171875 1507315154.5503
MEM 329.175781 1507315154.6507
MEM 329.179688 1507315154.7511
MEM 329.183594 1507315154.8516
MEM 329.187500 1507315154.9520
MEM 329.191406 1507315155.0525
MEM 329.195312 1507315155.1529
MEM 329.199219 1507315155.2533
MEM 329.203125 1507315155.3538
MEM 329.207031 1507315155.4543
MEM 329.210938 1507315155.5547
MEM 329.214844 1507315155.6552
MEM 329.218750 1507315155.7557
MEM 329.222656 1507315155.8561
MEM 329.226562 1507315155.9566
MEM 329.230469 1507315156.0570
MEM 329.234375 1507315156.1575
MEM 329.238281 1507315156.2579
MEM 329.246094 1507315156.3583
MEM 329.250000 1507315156.4588
MEM 329.250000 1507315156.5593
MEM 329.253906 1507315156.6597
MEM 329.257812 1507315156.7602
MEM 329.261719 1507315156.8606
MEM 329.265625 1507315156.9610
MEM 329.273438 1507315157.0616
MEM 329.273438 1507315157.1621
MEM 329.273438 1507315157.2626
MEM 329.277344 1507315157.3630
MEM 329.281250 1507315157.4635
MEM 329.285156 1507315157.5639
MEM 329.289062 1507315157.6644
MEM 329.292969 1507315157.7648
MEM 329.296875 1507315157.8652
MEM 329.300781 1507315157.9657
MEM 329.304688 1507315158.0661
MEM 329.308594 1507315158.1665
MEM 329.312500 1507315158.2670
MEM 329.316406 1507315158.3674
MEM 329.320312 1507315158.4680
MEM 329.320312 1507315158.5686
MEM 329.316406 1507315158.6692
MEM 329.316406 1507315158.7696
MEM 329.316406 1507315158.8701
MEM 329.316406 1507315158.9705
MEM 329.316406 1507315159.0709
MEM 329.316406 1507315159.1714
MEM 329.316406 1507315159.2718
MEM 329.316406 1507315159.3722
MEM 329.316406 1507315159.4727
MEM 329.316406 1507315159.5731
MEM 329.316406 1507315159.6735
MEM 329.320312 1507315159.7740
MEM 329.324219 1507315159.8744
MEM 329.328125 1507315159.9748
MEM 329.332031 1507315160.0753
MEM 329.335938 1507315160.1757
MEM 329.335938 1507315160.2762
MEM 329.339844 1507315160.3766
MEM 329.343750 1507315160.4771
MEM 329.347656 1507315160.5775
MEM 329.351562 1507315160.6779
MEM 329.355469 1507315160.7783
MEM 329.359375 1507315160.8788
MEM 329.363281 1507315160.9792
MEM 329.363281 1507315161.0796
MEM 329.367188 1507315161.1800
MEM 329.371094 1507315161.2804
MEM 329.375000 1507315161.3808
MEM 329.378906 1507315161.4812
MEM 329.378906 1507315161.5816
MEM 329.382812 1507315161.6820
MEM 329.386719 1507315161.7824
MEM 329.390625 1507315161.8827
MEM 329.390625 1507315161.9831
MEM 329.394531 1507315162.0835
MEM 329.398438 1507315162.1840
MEM 329.398438 1507315162.2844
MEM 329.402344 1507315162.3849
MEM 329.406250 1507315162.4854
MEM 329.410156 1507315162.5859
MEM 329.414062 1507315162.6863
MEM 329.417969 1507315162.7867
MEM 329.417969 1507315162.8872
MEM 329.421875 1507315162.9877
MEM 329.425781 1507315163.0882
MEM 329.429688 1507315163.1886
MEM 329.429688 1507315163.2890
MEM 329.433594 1507315163.3895
MEM 329.437500 1507315163.4900
MEM 329.441406 1507315163.5905
MEM 329.441406 1507315163.6910
MEM 329.445312 1507315163.7914
MEM 329.449219 1507315163.8919
MEM 329.449219 1507315163.9923
MEM 329.453125 1507315164.0927
MEM 329.457031 1507315164.1932
MEM 329.460938 1507315164.2936
MEM 329.460938 1507315164.3940
MEM 329.464844 1507315164.4944
MEM 329.468750 1507315164.5949
MEM 329.472656 1507315164.6953
MEM 329.476562 1507315164.7958
MEM 329.476562 1507315164.8963
MEM 329.480469 1507315164.9967
MEM 329.484375 1507315165.0971
MEM 329.488281 1507315165.1976
MEM 329.488281 1507315165.2980
MEM 329.492188 1507315165.3985
MEM 329.496094 1507315165.4989
MEM 329.496094 1507315165.5993
MEM 329.496094 1507315165.6998
MEM 329.496094 1507315165.8002
MEM 329.496094 1507315165.9006
MEM 329.496094 1507315166.0011
MEM 329.496094 1507315166.1015
MEM 329.496094 1507315166.2019
MEM 329.496094 1507315166.3024
MEM 329.496094 1507315166.4028
MEM 329.496094 1507315166.5032
MEM 329.500000 1507315166.6037
MEM 329.500000 1507315166.7041
MEM 329.500000 1507315166.8046
MEM 329.500000 1507315166.9051
MEM 329.500000 1507315167.0055
MEM 329.500000 1507315167.1059
MEM 329.500000 1507315167.2063
MEM 329.500000 1507315167.3068
MEM 329.500000 1507315167.4072
MEM 329.500000 1507315167.5077
MEM 329.500000 1507315167.6081
MEM 329.500000 1507315167.7085
MEM 329.500000 1507315167.8090
MEM 329.500000 1507315167.9094
MEM 329.500000 1507315168.0099
MEM 329.500000 1507315168.1103
MEM 329.500000 1507315168.2107
MEM 329.500000 1507315168.3112
MEM 329.500000 1507315168.4116
MEM 329.500000 1507315168.5121
MEM 329.500000 1507315168.6125
MEM 329.500000 1507315168.7130
MEM 329.500000 1507315168.8134
MEM 329.500000 1507315168.9138
MEM 329.500000 1507315169.0143
MEM 329.500000 1507315169.1147
MEM 329.500000 1507315169.2151
MEM 329.562500 1507315169.3156
MEM 334.074219 1507315169.4162
MEM 340.074219 1507315169.5169
MEM 346.074219 1507315169.6175
MEM 352.074219 1507315169.7181
MEM 358.074219 1507315169.8187
MEM 364.074219 1507315169.9193
MEM 370.074219 1507315170.0199
MEM 376.074219 1507315170.1206
MEM 382.074219 1507315170.2212
MEM 388.230469 1507315170.3219
MEM 396.230469 1507315170.4225
MEM 402.230469 1507315170.5231
MEM 408.230469 1507315170.6238
MEM 414.230469 1507315170.7244
MEM 420.230469 1507315170.8250
MEM 426.230469 1507315170.9256
MEM 432.230469 1507315171.0263
MEM 438.230469 1507315171.1269
MEM 444.230469 1507315171.2276
MEM 452.230469 1507315171.3282
MEM 458.230469 1507315171.4289
MEM 464.230469 1507315171.5295
MEM 470.230469 1507315171.6301
MEM 476.230469 1507315171.7307
